frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,498419.135539,7735.000000,10964.610937
4,388963.363898,8379.000000,15570.186576
8,912628.900721,16401.000000,24289.091296
16,942572.472353,17609.000000,33143.487897
32,1040426.451039,19459.000000,34453.979422
64,1132639.732203,18312.000000,77818.573586
128,1186982.720124,19832.000000,52749.293948
256,1018188.355243,18092.000000,110042.984851
512,1281453.836609,23530.000000,154314.620532
1024,918874.547260,18787.000000,91965.638594
2048,1392222.920268,23116.000000,279153.325411
4096,1175930.261271,21568.000000,269528.476969
8192,1661734.633491,32777.000000,273692.907261
16384,1611902.893204,33132.000000,245512.383830
32768,360622.111643,12506.000000,298737.804389
65536,1917120.258171,45282.000000,1781494.725497
