frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,549543.156807,8436.000000,3467.596430
4,800578.995020,13069.000000,24997.118294
8,195851.900552,4000.000000,5366.945966
16,895809.252669,13082.000000,18744.906748
32,664316.851299,11806.000000,27216.875298
64,939001.324820,16184.000000,49946.680290
128,689579.101120,12276.000000,35729.968276
256,999673.754097,17808.000000,40117.872364
512,1279098.862651,17489.000000,114330.709269
1024,877869.581567,18163.000000,141229.331914
2048,1272559.163823,20396.000000,307394.251150
4096,1088455.929314,17655.000000,139433.364813
8192,996267.261116,17040.000000,286193.333132
16384,1694760.336477,38344.000000,613083.574995
32768,1639455.640663,25953.000000,748067.575452
65536,2338778.884909,39941.000000,897951.751432
