frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,562614.002359,7477.000000,3987.141708
4,445500.447927,6856.000000,12683.379282
8,650343.833136,12836.000000,31744.971460
16,963865.758743,14507.000000,4350.235281
32,617588.335777,13858.000000,26253.542770
64,988971.383395,16323.000000,8282.055965
128,1151133.902988,20835.000000,78429.748980
256,616737.999899,12676.000000,37022.590658
512,1174320.307701,18033.000000,140468.161015
1024,1387508.589873,22452.000000,265877.654089
2048,819001.319316,16155.000000,235082.262170
4096,844764.853955,11978.000000,164111.387892
8192,720829.251682,14390.000000,173252.314389
16384,1698581.474534,25161.000000,624690.564220
32768,3505665.539558,58309.000000,2484294.475687
65536,620772.488426,21447.000000,620388.292495
