frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,314044.746097,5671.000000,11456.059139
4,546698.638179,9525.000000,5085.885665
8,486646.349685,10054.000000,21439.717722
16,413035.315433,9012.000000,1312.918886
32,1078688.846916,18815.000000,16977.440443
64,1084028.366893,17971.000000,66877.708760
128,872039.414458,14293.000000,28980.103813
256,1128016.774469,20894.000000,85519.619503
512,1262362.607557,20074.000000,92686.865396
1024,1078765.400728,18300.000000,23063.227896
2048,1330558.892782,21103.000000,205949.735159
4096,947199.347655,15047.000000,57260.825448
8192,657058.788832,11384.000000,230714.492670
16384,894629.673266,17361.000000,445978.518106
32768,2418373.140803,36413.000000,1496702.879909
65536,302088.344373,9529.000000,0.000000
