frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,343678.771688,6147.000000,4656.206718
4,741778.003252,13558.000000,20321.970820
8,861580.907519,14036.000000,22541.880689
16,1040097.646946,16233.000000,14149.012934
32,1018216.720444,17621.000000,19506.961091
64,1142775.563079,19225.000000,7135.267970
128,584602.265017,10550.000000,48308.008425
256,1208657.290421,24210.000000,173012.583149
512,1056495.876439,17730.000000,151112.231672
1024,1169277.844538,21534.000000,289154.191486
2048,1084597.417101,17408.000000,76195.986246
4096,1921937.108836,35319.000000,211287.648846
8192,1720477.175348,31447.000000,142806.513090
16384,1527346.262770,26165.000000,506714.192140
32768,752588.987201,18258.000000,435327.850429
65536,2073361.732081,36077.000000,1294812.269676
