frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,340797.510220,7721.000000,6371.934322
4,456361.024538,7069.000000,10386.876431
8,906794.123735,13597.000000,15160.710867
16,286007.217276,6626.000000,5786.343751
32,509620.679475,10312.000000,18076.342716
64,660208.428113,13913.000000,3314.174860
128,811482.936515,13619.000000,30410.860741
256,933736.219813,18162.000000,54051.839173
512,1142860.072881,19337.000000,157762.696941
1024,912588.451320,16784.000000,165518.130424
2048,1711440.785869,25949.000000,96133.550611
4096,1175831.028906,20397.000000,136757.057595
8192,762447.244700,19081.000000,431691.530576
16384,1318035.724572,22679.000000,622821.575582
32768,3053798.583120,53604.000000,2181798.559474
65536,1655937.451293,35098.000000,1160312.732211
