frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,585409.737893,8932.000000,12742.267027
4,547783.677575,8985.000000,9227.537212
8,708636.823061,13937.000000,1034.470879
16,623764.494126,12840.000000,27775.068821
32,914834.993549,16862.000000,32872.164288
64,985633.933400,16911.000000,53381.506760
128,1172983.763965,21831.000000,7783.125336
256,1155128.074992,18335.000000,59355.211288
512,1223027.600668,20692.000000,197788.541933
1024,660915.936555,14795.000000,10808.757607
2048,1359872.122494,24174.000000,388028.951957
4096,1427537.775095,26310.000000,147723.411452
8192,883032.554768,18846.000000,281408.541240
16384,2616821.718641,44240.000000,1192870.266366
32768,675886.659606,14029.000000,330555.854020
65536,2027946.709352,38130.000000,1307099.682673
