frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,394008.824762,7916.000000,5632.379337
4,697297.857169,11595.000000,13085.735784
8,689041.579147,12727.000000,16042.126449
16,806914.802521,14311.000000,16792.069080
32,768373.954358,14039.000000,16143.823463
64,1408553.106519,23747.000000,15943.612640
128,1083389.109796,16908.000000,77834.651139
256,1109541.720548,18970.000000,36218.884894
512,1059602.475832,18512.000000,6437.186031
1024,904250.605628,15268.000000,150737.086541
2048,1666299.357478,25925.000000,358905.675016
4096,766782.392619,14076.000000,204906.893151
8192,1505027.019785,22407.000000,441406.439025
16384,1871942.932547,30258.000000,673916.294979
32768,1638616.904034,31312.000000,267250.194513
65536,643401.172534,17853.000000,471059.671518
