frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,698474.422560,9746.000000,19696.951109
4,432324.719621,7765.000000,14403.488154
8,832471.497883,11445.000000,6425.000000
16,905140.116671,13868.000000,30477.396296
32,1113045.734525,19111.000000,6819.034462
64,969623.995400,17442.000000,61611.570675
128,1239933.153203,19705.000000,8803.570923
256,696783.447022,15182.000000,1712.858138
512,1653545.359505,27646.000000,253462.388229
1024,1441287.507214,22905.000000,284548.616839
2048,1286882.772917,18888.000000,259486.996780
4096,1069743.341087,20002.000000,286431.131843
8192,2036200.399967,39909.000000,1279336.865930
16384,2284611.199552,38507.000000,446839.899319
32768,1219192.877701,23402.000000,484867.352622
65536,2048260.381484,36227.000000,1221725.864028
