frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,518144.557433,7260.000000,17469.516450
4,513562.222436,10615.000000,20577.051392
8,427653.507143,8325.000000,14908.341658
16,926739.509191,15184.000000,43386.441050
32,739895.592661,13746.000000,42800.968424
64,727474.991909,12470.000000,1162.584190
128,1268475.014784,20046.000000,59355.443971
256,637913.440627,11245.000000,60602.715393
512,1169603.749969,19939.000000,213850.404828
1024,827260.104572,15781.000000,42693.093669
2048,1181323.986702,21991.000000,121723.374768
4096,2249491.646355,35535.000000,498376.764758
8192,1891201.323450,34086.000000,281374.937093
16384,214192.867269,6952.000000,115518.716748
32768,851703.203819,18417.000000,263316.688763
65536,334681.294373,12280.000000,131846.245142
