frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,492424.882415,8215.000000,10508.775666
4,594497.917377,10136.000000,3066.000000
8,226324.897119,4393.000000,991.635518
16,736432.468920,11294.000000,22920.832795
32,825271.168879,15429.000000,1034.424478
64,802512.612203,12885.000000,10889.098769
128,1103718.125928,20122.000000,80586.961743
256,1694134.582189,27521.000000,16871.239729
512,974719.968818,15696.000000,79088.151439
1024,696408.458676,12190.000000,69174.261969
2048,1021012.943492,16914.000000,288968.866614
4096,1321428.303594,23798.000000,165957.985900
8192,1422357.969710,28864.000000,716118.556382
16384,1919667.694649,26633.000000,567886.921412
32768,1933606.781481,35881.000000,970570.732032
65536,2777559.847891,59625.000000,2777387.493544
