frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,417803.859862,6839.000000,2400.548896
4,238627.576191,4269.000000,24.000000
8,725072.992614,10662.000000,19596.811679
16,946682.915399,17255.000000,43342.468435
32,764950.999571,12537.000000,27707.797350
64,911896.505815,14638.000000,20596.842428
128,997208.695498,19907.000000,30805.588016
256,1078886.777450,18473.000000,102649.387967
512,1305437.120656,23336.000000,138702.052469
1024,937388.289200,16944.000000,179045.336228
2048,1186014.975771,19909.000000,165156.873166
4096,2536001.055195,40856.000000,799154.562845
8192,1794327.046583,30004.000000,544296.557825
16384,1842351.975814,30949.000000,637329.362461
32768,1656004.518916,25634.000000,201211.554696
65536,508249.913724,16054.000000,404065.383584
