frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,561497.862735,9808.000000,22768.907220
4,809285.803801,12577.000000,12388.000000
8,927825.050494,14798.000000,33692.855801
16,777312.968284,12489.000000,25072.375376
32,923635.729636,14981.000000,17909.313052
64,1270086.387818,20065.000000,63908.048241
128,885854.902428,16446.000000,22523.325687
256,978819.182157,19433.000000,128984.987824
512,968008.847557,18203.000000,179911.030754
1024,1881479.537721,26765.000000,318560.422895
2048,710548.347200,16129.000000,270279.153225
4096,1577690.041559,27557.000000,419402.907484
8192,724031.695215,22788.000000,652995.091007
16384,2819937.778186,39585.000000,745868.852469
32768,2108600.060392,34590.000000,1163519.975296
65536,2581171.282364,48187.000000,1231078.823927
