frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,451127.451629,7917.000000,12412.769917
4,535619.813112,8413.000000,11940.811614
8,350296.865092,7500.000000,5579.124304
16,520915.017647,8008.000000,15838.810151
32,1090361.555121,16542.000000,73437.389333
64,863879.035152,17085.000000,23811.972745
128,936295.792654,15997.000000,59523.200594
256,788177.863546,14108.000000,11261.830091
512,1304108.515208,22966.000000,75414.229798
1024,1278405.694147,24235.000000,250955.094081
2048,1515709.153955,24326.000000,423578.406749
4096,1525119.606191,23581.000000,355182.045522
8192,1363287.485477,22786.000000,101630.876214
16384,1934206.645846,40080.000000,551149.701846
32768,750622.757234,12387.000000,242792.181678
65536,1119345.621196,22661.000000,733362.795016
