frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,334338.166907,6869.000000,12391.025018
4,747001.845549,13142.000000,7947.076381
8,498978.449804,11365.000000,79.937476
16,665623.237082,10174.000000,12734.993129
32,939143.087883,12994.000000,46541.533956
64,1039513.284749,15871.000000,37246.838389
128,778961.603511,15302.000000,3450.993915
256,830268.832729,15928.000000,36264.422083
512,1343646.175115,23995.000000,143049.158009
1024,1259461.014161,23047.000000,184333.214026
2048,1790957.262990,26171.000000,91566.462130
4096,980657.207829,16491.000000,267319.207525
8192,1433386.054619,29775.000000,139250.458502
16384,432882.092454,8740.000000,158229.263804
32768,3277469.875174,59556.000000,2385093.221225
65536,4841483.172017,70630.000000,2724390.098802
