frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,626458.445019,10508.000000,381.000000
4,664710.153899,11083.000000,23385.906910
8,140309.345263,3250.000000,5573.681997
16,582091.506863,10086.000000,22003.722708
32,649908.266661,13659.000000,11809.188965
64,960472.623758,17816.000000,85260.943239
128,873512.590794,15137.000000,3256.840801
256,992913.668010,18751.000000,55719.654638
512,1467923.918821,26222.000000,197816.096481
1024,1357758.231678,23991.000000,245630.919540
2048,1210809.532913,21453.000000,213100.870505
4096,950497.338300,14187.000000,286480.908954
8192,1160273.379886,20326.000000,347613.502609
16384,2712222.657927,37851.000000,896621.025453
32768,1181274.151235,20930.000000,462905.560351
65536,230173.738576,6695.000000,0.000000
