frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,573895.898203,9663.000000,14603.641601
4,738080.195749,14161.000000,18915.552278
8,606761.860148,12812.000000,8284.646402
16,1028439.147788,15830.000000,20542.921749
32,872840.937439,14176.000000,34677.719836
64,1088418.361272,17831.000000,57403.339981
128,701884.778484,12691.000000,22575.098981
256,1343506.424643,22064.000000,141113.730363
512,1590786.046743,28689.000000,298795.357158
1024,1593019.423402,29022.000000,266556.287183
2048,1964373.722144,31322.000000,100214.783086
4096,931736.119966,15379.000000,129633.673164
8192,1801150.616679,34876.000000,451498.244514
16384,995148.020453,25092.000000,262116.004080
32768,1741536.861859,27553.000000,873572.646487
65536,4855204.446106,71024.000000,3269304.330207
