frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,436934.998312,8656.000000,6955.967294
4,688095.383744,10672.000000,21849.640958
8,392215.426056,7233.000000,4339.808291
16,708550.155149,12090.000000,10128.974084
32,826690.478136,16273.000000,46828.381864
64,1072772.362296,18414.000000,9635.391533
128,1296956.973866,19985.000000,4684.435078
256,806102.122509,14937.000000,32476.167954
512,1185420.043223,22314.000000,168482.368066
1024,1274772.689211,22207.000000,214739.658310
2048,1138052.280297,22905.000000,201129.645490
4096,2878307.528998,47789.000000,210310.333479
8192,1653162.586161,30680.000000,661907.395160
16384,1827357.422089,27762.000000,919261.303860
32768,1174237.047485,31568.000000,1036055.806757
65536,701834.253016,17390.000000,504553.359071
