frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,357444.904012,7303.000000,6099.031071
4,327355.303443,5888.000000,4984.762783
8,521497.898607,9748.000000,9488.709923
16,597056.067742,10642.000000,11656.419304
32,790305.949837,14080.000000,41321.425907
64,946888.076572,16441.000000,15776.820624
128,868710.032849,18512.000000,10321.461282
256,1016327.903269,18945.000000,142913.234615
512,1216859.473864,19966.000000,66455.921301
1024,1000466.239057,19570.000000,38900.214807
2048,807252.228548,18204.000000,124351.046196
4096,1168486.477778,20653.000000,142518.887878
8192,672466.726079,10968.000000,214617.960530
16384,409608.467069,7903.000000,72455.805302
32768,519880.291575,12285.000000,268182.945220
65536,844812.181065,25088.000000,788410.897716
