frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,761040.284803,41872.000000,0.000000
4,688868.895953,47478.000000,0.000000
8,673038.700692,47932.000000,0.000000
16,760412.635437,40511.000000,0.000000
32,1002132.755892,46531.000000,0.000000
64,1038207.462852,42446.000000,0.000000
128,1195752.973085,78103.000000,0.000000
256,1352503.837606,97481.000000,0.000000
512,1183885.616621,90650.000000,0.000000
1024,1438044.003391,110508.000000,0.000000
2048,1307897.542050,59918.000000,0.000000
4096,685036.005812,40984.000000,0.000000
8192,1071496.182320,41888.000000,0.000000
16384,1350302.876095,85974.000000,0.000000
32768,749011.862679,63452.000000,0.000000
65536,1494629.621776,127532.000000,0.000000
