frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,678548.473218,43303.000000,0.000000
4,634673.848466,42799.000000,0.000000
8,883303.695766,41400.000000,0.000000
16,1156486.633801,56641.000000,0.000000
32,1031223.970674,44265.000000,0.000000
64,1200739.995278,44679.000000,0.000000
128,1162853.319134,72827.000000,0.000000
256,1150652.785013,40940.000000,0.000000
512,946318.124401,41410.000000,0.000000
1024,1324837.728295,116674.000000,0.000000
2048,942457.457381,46533.000000,0.000000
4096,2054703.250513,140715.000000,0.000000
8192,1476896.937170,76219.000000,0.000000
16384,971799.398534,40047.000000,0.000000
32768,1163776.944558,94609.000000,0.000000
65536,2011825.679007,171342.000000,0.000000
