frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,917173.188675,41898.000000,13289.791345
4,786330.107328,44233.000000,30737.384209
8,934070.596460,43347.000000,105.275828
16,704686.980587,43786.000000,25794.571483
32,854419.166212,43732.000000,23345.308479
64,1182795.764128,57309.000000,81642.087185
128,1022693.691498,41404.000000,68537.492674
256,1177709.246970,70894.000000,104975.323310
512,1886913.175779,169480.000000,77367.556960
1024,1396746.887853,94838.000000,125733.314981
2048,1564824.037620,143183.000000,307310.226856
4096,1420481.023613,131868.000000,292280.564085
8192,815355.007636,42804.000000,225075.257412
16384,505276.149468,46990.000000,298184.554828
32768,2315441.862152,257023.000000,1015668.819088
65536,2626118.554490,254946.000000,1215360.967042
