frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,646485.211586,37716.000000,1525.449114
4,574126.750020,36806.000000,4478.804081
8,720786.319720,37751.000000,16181.096965
16,683310.724041,36822.000000,21865.419228
32,990779.983102,41442.000000,46183.581238
64,971669.278422,34889.000000,45482.645482
128,906137.017229,42071.000000,56149.381680
256,875970.002914,40469.000000,60623.954977
512,1253417.419678,66618.000000,165456.768616
1024,1180897.832773,42744.000000,156141.358861
2048,1060187.283848,37317.000000,174716.784752
4096,1556201.613324,143790.000000,429365.228555
8192,1444897.785220,107917.000000,508468.768098
16384,1469628.289249,147416.000000,376431.791508
32768,4280052.312606,250529.000000,3652338.513825
65536,1397708.016205,114300.000000,1090869.755440
