frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,706174.231694,41073.000000,36.000000
4,842317.735804,42352.000000,1602.496490
8,770793.042820,43278.000000,48334.033713
16,861210.916920,40939.000000,38620.594571
32,602227.797063,42055.000000,154.512135
64,1067315.253324,40947.000000,69155.151240
128,1144312.028255,50244.000000,50525.656750
256,1002987.975857,39679.000000,92820.959460
512,1270496.732826,93225.000000,110131.329938
1024,1541654.477065,136120.000000,141160.306457
2048,1102815.023916,43863.000000,220867.890165
4096,1452797.311006,148665.000000,298567.173413
8192,1545244.965151,130690.000000,492889.584884
16384,1334587.842863,102349.000000,443402.284816
32768,2362232.071096,189979.000000,645646.921841
65536,2006813.558532,133238.000000,1691304.192736
