frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,745169.340296,43270.000000,0.000000
4,790959.258854,50242.000000,0.000000
8,690830.074138,41869.000000,0.000000
16,841347.377720,43260.000000,0.000000
32,736661.041200,45121.000000,0.000000
64,901858.313385,44194.000000,0.000000
128,1288646.114012,82278.000000,0.000000
256,1357296.552659,111250.000000,0.000000
512,958804.741762,41886.000000,0.000000
1024,1158270.067793,43738.000000,0.000000
2048,1822903.596307,180657.000000,0.000000
4096,1451133.477767,140431.000000,0.000000
8192,1098210.890994,42802.000000,0.000000
16384,1270897.025940,64143.000000,0.000000
32768,930110.773154,41116.000000,0.000000
65536,3468737.112394,264108.000000,0.000000
