frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,910721.022389,42801.000000,49.588305
4,556510.770116,45586.000000,766.214722
8,722720.570206,43264.000000,226.903063
16,665271.463978,41878.000000,651.000768
32,1008841.363962,46212.000000,39813.108633
64,1041814.792535,46526.000000,62609.467295
128,973525.910003,42933.000000,43107.696517
256,1354479.165650,111551.000000,98445.460830
512,1355611.067678,91126.000000,222474.404431
1024,1841198.291280,159248.000000,168800.184011
2048,752377.594619,51181.000000,147134.526526
4096,1051832.102214,42335.000000,238054.150785
8192,1268231.416188,83005.000000,274946.763745
16384,2379755.595779,134359.000000,1268558.822940
32768,2201120.668764,127051.000000,1279829.624491
65536,1893373.047283,112339.000000,1383103.266575
