frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,809883.703361,39553.000000,0.000000
4,990528.009330,39553.000000,0.000000
8,704375.111257,43728.000000,0.000000
16,984859.421765,42806.000000,0.000000
32,1026327.608674,42803.000000,0.000000
64,878276.418584,41416.000000,0.000000
128,1269946.321727,88006.000000,0.000000
256,1175338.208729,40942.000000,0.000000
512,643009.430723,51180.000000,0.000000
1024,879381.136387,44191.000000,0.000000
2048,1286974.525167,45123.000000,0.000000
4096,1005782.149121,40046.000000,0.000000
8192,824453.034854,45708.000000,0.000000
16384,1026209.274030,40489.000000,0.000000
32768,773882.963702,52535.000000,0.000000
65536,765780.043202,46051.000000,0.000000
