frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,626444.635001,36283.000000,0.000000
4,654904.976365,38146.000000,0.000000
8,349844.066588,33962.000000,0.000000
16,869565.666444,39541.000000,0.000000
32,824638.497051,40011.000000,0.000000
64,987941.938407,38148.000000,0.000000
128,991431.675635,40993.000000,0.000000
256,1089988.420547,48660.000000,0.000000
512,1008915.613385,41880.000000,0.000000
1024,1140498.495733,87751.000000,0.000000
2048,1236835.157291,87302.000000,0.000000
4096,1590978.345590,143786.000000,0.000000
8192,1723027.751169,177517.000000,0.000000
16384,1114015.897602,68961.000000,0.000000
32768,1724396.365553,154898.000000,0.000000
65536,1548609.657688,110535.000000,0.000000
