frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,608086.650849,39600.000000,0.000000
4,789045.262806,35393.000000,0.000000
8,702883.626232,37683.000000,0.000000
16,887852.618351,34966.000000,0.000000
32,1088865.267157,50112.000000,0.000000
64,1028971.844585,33028.000000,0.000000
128,1066334.858972,67932.000000,0.000000
256,958492.591748,40041.000000,0.000000
512,1426088.981866,98851.000000,0.000000
1024,1357290.471736,120291.000000,0.000000
2048,2219989.114072,201192.000000,0.000000
4096,626372.365390,38610.000000,0.000000
8192,780416.502814,39114.000000,0.000000
16384,2285761.850069,154200.000000,0.000000
32768,528700.245807,46982.000000,0.000000
65536,775579.691029,36750.000000,0.000000
