frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,684026.635487,39124.000000,207.829257
4,645802.567986,36287.000000,19347.301957
8,852868.647856,40029.000000,36936.585508
16,1103618.316473,35855.000000,32835.070017
32,1065565.122607,38206.000000,50548.682396
64,1229075.605627,101098.000000,81251.017187
128,1135062.179190,49058.000000,62809.415823
256,1083120.557383,47765.000000,71144.833017
512,1120224.225633,39541.000000,107481.326606
1024,1130812.773119,71442.000000,318671.735336
2048,1470612.061269,106241.000000,249114.631921
4096,1204529.727130,67361.000000,235023.235351
8192,2052847.118681,164131.000000,694713.847569
16384,997754.276269,40120.000000,274158.854455
32768,851768.240445,51149.000000,616317.022084
65536,432739.357336,45592.000000,0.000000
