frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,604849.020155,38153.000000,3768.516154
4,714075.228215,43877.000000,211.966979
8,787859.146140,38625.000000,764.953593
16,919829.777765,37231.000000,51613.793263
32,767256.799884,37216.000000,1978.125375
64,1066396.146638,51580.000000,554.040612
128,1423288.681572,126934.000000,73793.602358
256,1267293.964240,91156.000000,120642.294047
512,1041472.336038,42911.000000,97613.990678
1024,1112921.859157,44572.000000,175398.562984
2048,2290777.272250,204793.000000,417369.630497
4096,2377945.138480,195425.000000,289280.737613
8192,1956024.116621,189219.000000,1127570.187359
16384,1613125.231090,98281.000000,1172354.022754
32768,1142410.824548,87000.000000,647795.822587
65536,4045937.655267,220752.000000,3786199.614170
