frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,771433.106468,39116.000000,22389.450730
4,531473.331110,36283.000000,57.939624
8,871182.717331,37598.000000,20440.767549
16,960700.928858,41486.000000,181.480026
32,999540.090677,35368.000000,50024.712423
64,987844.051707,36748.000000,50117.290499
128,1263112.394308,106758.000000,82884.611636
256,1340158.223927,120796.000000,119464.788139
512,897523.713796,38163.000000,32358.762275
1024,1230528.046564,60319.000000,156480.129013
2048,986159.522547,38831.000000,109528.317608
4096,1393510.604335,99520.000000,481598.501174
8192,1297006.822353,84510.000000,347177.908329
16384,1226491.578907,65162.000000,674492.868319
32768,2403744.895080,210953.000000,385694.304614
65536,950070.715625,40703.000000,0.000000
