frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,891092.941594,40959.000000,31000.117258
4,943111.129181,44659.000000,59.000000
8,692993.239409,42872.000000,388.249920
16,658264.580139,38153.000000,741.523432
32,1075793.942326,42814.000000,45366.779178
64,1270453.677359,130589.000000,63063.310966
128,1152910.156961,56632.000000,74119.053023
256,1159367.797738,50438.000000,109017.295050
512,2085539.558883,173971.000000,88117.311511
1024,1412133.997988,161589.000000,125092.869053
2048,1218319.836307,69958.000000,265318.429490
4096,1545815.985995,121268.000000,216665.323758
8192,1207948.548553,79996.000000,179337.166530
16384,1489815.893767,73646.000000,302207.048399
32768,1465019.293146,94703.000000,684044.808675
65536,3264968.199097,228805.000000,1342318.512340
