frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,582043.059377,37220.000000,0.000000
4,587822.196990,36749.000000,0.000000
8,897161.792844,37694.000000,0.000000
16,971452.041756,38190.000000,0.000000
32,825592.771151,35822.000000,0.000000
64,461456.946775,37679.000000,0.000000
128,1041599.832499,65586.000000,0.000000
256,1185094.549857,66161.000000,0.000000
512,1193779.483808,103389.000000,0.000000
1024,1095920.001897,78583.000000,0.000000
2048,1042298.978352,36525.000000,0.000000
4096,1361110.587945,131366.000000,0.000000
8192,542929.701417,37226.000000,0.000000
16384,962467.030731,35357.000000,0.000000
32768,691657.486025,37412.000000,0.000000
65536,3977773.231989,224417.000000,0.000000
