frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,716870.782152,41428.000000,25186.200587
4,914399.696176,37727.000000,20008.042008
8,767999.645170,40480.000000,7116.741530
16,782400.223960,39094.000000,32739.168575
32,1040603.055210,35145.000000,47188.341145
64,1178115.933173,62140.000000,65229.957619
128,1275222.265744,83230.000000,71857.693374
256,1081581.616714,47906.000000,59003.780540
512,1348686.638944,110826.000000,229098.019463
1024,1111581.253037,49239.000000,166796.578160
2048,1040301.010239,38145.000000,202309.261212
4096,1153733.585403,46602.000000,355022.832677
8192,829545.619290,36827.000000,197949.713086
16384,1074976.153280,44149.000000,318194.374829
32768,816056.430912,39373.000000,247769.660031
65536,1766739.585106,167543.000000,1478568.538830
