frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,362563.609845,42346.000000,5522.520801
4,833638.281648,42880.000000,286.991289
8,873375.631026,42432.000000,38180.349331
16,1114466.441777,44273.000000,35318.834154
32,871422.410873,46988.000000,164.252854
64,1082564.379182,40665.000000,29800.278438
128,1229355.175457,75069.000000,79432.145609
256,1224827.487780,102294.000000,93015.971575
512,1510709.621349,149649.000000,104151.448593
1024,1253071.790536,77154.000000,246660.998993
2048,1478081.799153,123884.000000,319175.649449
4096,1429591.346543,122436.000000,236417.647909
8192,1665203.956837,125234.000000,983132.030754
16384,3545798.072887,286014.000000,1675481.173306
32768,4551270.202663,242686.000000,4217871.190200
65536,1990851.883504,143049.000000,1382499.771678
