frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,899395.162549,36750.000000,0.000000
4,1044183.898880,40605.000000,0.000000
8,727891.741969,38201.000000,0.000000
16,785453.127248,41420.000000,0.000000
32,1109942.087589,50187.000000,0.000000
64,949224.259055,35440.000000,0.000000
128,1091477.803223,36917.000000,0.000000
256,888427.435681,37686.000000,0.000000
512,1253913.384507,86886.000000,0.000000
1024,989414.273291,35862.000000,0.000000
2048,820904.237388,39541.000000,0.000000
4096,1182344.666263,72538.000000,0.000000
8192,2384888.058094,181337.000000,0.000000
16384,3208014.860562,252393.000000,0.000000
32768,3088850.076651,176877.000000,0.000000
65536,744088.388718,58519.000000,0.000000
