frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,240040.200298,85235.000000,46.000000
4,213967.248505,150837.000000,370.135110
8,148330.392250,52037.000000,295.081345
16,590753.311800,192775.000000,9682.185291
32,864124.973335,258085.000000,41399.137998
64,542694.508858,198952.000000,37417.873136
128,672461.350575,226463.000000,7224.399145
256,398893.967137,121120.000000,5553.992528
512,378444.664217,113419.000000,49827.284263
1024,722808.041243,233681.000000,80450.570992
2048,685866.673507,146423.000000,33663.254863
4096,651260.007859,239840.000000,88950.803369
8192,1085993.827821,161265.000000,688447.609532
16384,883136.747788,249209.000000,173065.081862
32768,398050.734541,114704.000000,162197.466891
65536,1370268.074663,279350.000000,1233868.086170
