frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,211697.465608,82745.000000,204.680238
4,322894.346333,208259.000000,211.865523
8,350668.244924,173642.000000,1307.343490
16,256276.484101,99246.000000,649.001541
32,401971.584677,233723.000000,6446.510762
64,647566.830745,213361.000000,3680.754814
128,121783.608384,46767.000000,952.693550
256,420542.688984,190908.000000,10193.763731
512,191706.921784,75572.000000,14359.291487
1024,120479.473501,42178.000000,6130.854019
2048,615073.539099,276755.000000,168037.207695
4096,464990.040546,232585.000000,66889.180493
8192,508340.933493,296911.000000,245733.961936
16384,629061.647652,151158.000000,315866.363758
32768,690164.911470,150351.000000,630552.069820
65536,2051685.290557,305793.000000,1593485.091302
