frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,473679.752280,203862.000000,681.000000
4,216731.262217,84787.000000,2607.059455
8,353400.866042,97377.000000,29692.941131
16,327831.191963,109896.000000,2015.717738
32,293597.380814,79430.000000,19466.275016
64,920677.804905,285454.000000,18480.385115
128,573851.297302,152749.000000,569.034270
256,837788.332753,281256.000000,66763.598765
512,932195.251070,302267.000000,18965.643596
1024,641375.388784,201854.000000,86605.306061
2048,650255.987885,159420.000000,189520.443457
4096,876035.479759,129688.000000,296019.379580
8192,435431.390280,122121.000000,211794.807689
16384,1026971.828176,91304.000000,807312.304433
32768,1042418.149406,227407.000000,393468.913348
65536,900798.622444,279808.000000,814362.827772
