frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,168104.801318,95350.000000,597.686373
4,180216.512692,80679.000000,3789.104116
8,438699.926674,195509.000000,1443.864260
16,632852.268121,238727.000000,102.176318
32,522959.384432,184192.000000,8737.061176
64,163137.116660,87609.000000,1144.269199
128,296908.630068,196947.000000,597.503975
256,224307.008101,58843.000000,34619.145946
512,472586.418520,167272.000000,114770.335693
1024,265909.391011,193938.000000,8478.247283
2048,428412.092972,191526.000000,194873.489241
4096,386079.098936,274273.000000,3432.315545
8192,350690.539037,54341.000000,63549.540809
16384,294496.314765,142734.000000,126757.191516
32768,2483519.162786,265156.000000,1264999.694589
65536,379980.247958,93346.000000,374201.062009
