frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,113116.712899,32227.000000,65.604878
4,150507.350133,79677.000000,132.162778
8,610703.579402,211972.000000,8162.446263
16,361216.433332,200043.000000,1935.421918
32,385993.411409,132135.000000,1487.044048
64,633126.788346,284177.000000,56370.357538
128,724608.921896,217005.000000,21673.084160
256,746139.562303,200412.000000,45043.046755
512,653947.856101,173807.000000,137495.546124
1024,725562.832376,199993.000000,46157.564450
2048,1053354.243681,245891.000000,258122.423596
4096,608125.689175,88336.000000,74692.650783
8192,1039361.993398,177366.000000,637179.190215
16384,928235.479033,201851.000000,572580.030616
32768,1866337.623498,142490.000000,1389044.815005
65536,142319.153841,20022.000000,108143.336873
