frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,370274.497872,164201.000000,158.946532
4,191857.590647,103190.000000,237.531051
8,709066.548698,249298.000000,318.965515
16,432270.576514,254554.000000,1057.301282
32,502375.567685,256184.000000,2418.745129
64,287300.891250,126598.000000,4859.180898
128,306440.888859,197222.000000,8204.476583
256,132260.291562,64937.000000,9301.201965
512,103220.657613,30754.000000,12979.271551
1024,504491.790684,181298.000000,40595.706165
2048,203086.944388,49055.000000,18291.137362
4096,742424.528050,296427.000000,190498.240976
8192,873618.264704,238045.000000,397253.339826
16384,523903.794836,172946.000000,223937.753731
32768,950487.327207,270950.000000,693668.395667
65536,1127633.525736,258937.000000,898143.431655
