frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,383207.305348,128883.000000,935.244353
4,301155.817311,117460.000000,1617.889366
8,257909.669330,96465.000000,140.378061
16,184016.238965,64526.000000,9339.556735
32,285584.741427,84981.000000,5336.027642
64,732812.514714,254501.000000,12215.141096
128,574171.702465,193734.000000,20226.172278
256,648979.342006,199938.000000,71594.926126
512,678734.201088,284001.000000,47691.284508
1024,798037.642977,253258.000000,106723.343979
2048,805484.636968,209477.000000,91624.252701
4096,1373550.084607,255988.000000,119181.900035
8192,991837.050604,240548.000000,78596.183101
16384,1159043.460189,187908.000000,899803.993756
32768,1872681.885878,107424.000000,1445060.765377
65536,2143450.408115,191116.000000,2022795.237688
