frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,257886.012488,92152.000000,837.354764
4,430901.155314,151594.000000,1591.527568
8,308344.577518,104249.000000,87.498571
16,418570.040890,224477.000000,144.931018
32,276680.183535,173646.000000,13205.664694
64,529408.842099,210203.000000,64540.057244
128,286860.898588,139759.000000,26524.161872
256,182138.681976,56808.000000,11238.987410
512,791322.450379,248200.000000,91558.710814
1024,296815.340784,109356.000000,10691.669888
2048,307728.320175,144184.000000,110298.547669
4096,277064.095592,141224.000000,63543.514752
8192,863302.045270,207748.000000,278060.042279
16384,696859.799609,245106.000000,176246.019410
32768,458343.999869,100781.000000,355280.021499
65536,1130181.100370,224396.000000,800124.622681
