frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,219869.366452,112352.000000,420.354612
4,159957.039286,71599.000000,353.580260
8,146239.604506,68176.000000,856.962660
16,152253.427094,52145.000000,104.110518
32,140336.761841,75790.000000,245.682722
64,213130.706995,122125.000000,64588.728475
128,215027.275277,124412.000000,1389.954316
256,102878.539497,34335.000000,10494.735823
512,521361.617162,250746.000000,14191.280492
1024,630977.214990,195275.000000,92784.016517
2048,817735.651629,319761.000000,114450.806581
4096,310660.284732,112426.000000,43381.339329
8192,618364.552331,238068.000000,287121.816332
16384,639251.982069,299118.000000,313552.980346
32768,966412.093199,199948.000000,712072.264495
65536,299613.255802,118088.000000,0.000000
