frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,654788.441379,298123.000000,10500.236283
4,83142.758542,38363.000000,109.407495
8,570696.736225,307631.000000,1605.243907
16,110272.363315,65382.000000,1081.749509
32,438317.043300,265461.000000,18697.852096
64,267686.308673,155924.000000,1963.256224
128,455958.267981,244478.000000,5455.312273
256,150718.797315,57009.000000,5835.921607
512,931169.811023,311430.000000,98112.332782
1024,370846.934327,122085.000000,5220.654461
2048,631480.060754,373214.000000,125084.635092
4096,425600.903625,147198.000000,95128.125399
8192,914159.127382,259054.000000,50204.238496
16384,464083.816866,126153.000000,98527.392389
32768,1436479.252838,307112.000000,998522.026025
65536,1311704.852751,292201.000000,1065806.466093
