frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,158775.029715,51935.000000,2060.061164
4,498170.670185,174426.000000,1034.303147
8,308999.785568,91144.000000,209.604389
16,681037.112939,229336.000000,5871.928899
32,546820.987363,214693.000000,7279.488169
64,191379.797131,59299.000000,3345.625950
128,687504.494193,219636.000000,16409.059997
256,298554.732039,159017.000000,4140.922723
512,523701.166220,152599.000000,30783.890803
1024,944212.496374,242126.000000,108796.980496
2048,469679.136042,163339.000000,11292.861285
4096,731048.979553,195277.000000,416498.950360
8192,958971.154536,270875.000000,282707.331718
16384,1244044.715421,218637.000000,572407.265228
32768,885966.860253,57053.000000,812159.209340
65536,492279.240980,119563.000000,341862.681982
