frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,357199.621484,185330.000000,2976.630814
4,241614.544016,80289.000000,3035.479863
8,133148.226376,66379.000000,2063.918119
16,471336.244486,163803.000000,1385.544658
32,245935.628960,80904.000000,469.104466
64,335017.886767,117069.000000,12620.058677
128,654309.296034,193408.000000,15178.631625
256,764416.204595,312742.000000,52556.425535
512,434097.316239,144712.000000,16349.091687
1024,518050.349813,194787.000000,36969.428722
2048,1236363.023938,277269.000000,207901.169922
4096,1928873.610965,282654.000000,234679.114322
8192,405682.926311,115308.000000,168842.326198
16384,302935.149671,117967.000000,29569.867348
32768,1487631.020244,260534.000000,610068.625528
65536,1302397.348628,268605.000000,855302.471969
