frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,278163.829850,125986.000000,25.139610
4,138083.954347,94185.000000,34.058773
8,348371.017395,216296.000000,349.463875
16,282216.839921,166068.000000,3495.069384
32,685407.904043,248512.000000,11356.630662
64,591269.576729,197996.000000,6550.370677
128,137117.417490,78808.000000,854.846770
256,330625.627284,194636.000000,32173.661604
512,587584.935825,280571.000000,147507.673641
1024,644204.964351,228029.000000,62399.538243
2048,477844.381529,189877.000000,138728.689365
4096,266092.418552,98354.000000,40370.625088
8192,842216.357010,314446.000000,204184.818897
16384,748609.949323,201973.000000,380459.741965
32768,385511.315154,155050.000000,22831.908374
65536,156913.722357,89753.000000,0.000000
