frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,187661.481002,114688.000000,1661.746371
4,310742.629348,238425.000000,5970.815857
8,440949.529214,223248.000000,644.334540
16,145883.590760,65466.000000,8399.432659
32,220899.910414,88882.000000,755.816115
64,113613.346492,45410.000000,1362.412199
128,461398.884200,194987.000000,11265.078340
256,881024.777526,310188.000000,19483.198557
512,718144.743201,306700.000000,32506.741532
1024,232261.557982,98445.000000,26070.438220
2048,204697.418071,56866.000000,79661.803287
4096,266453.066267,111883.000000,16112.148274
8192,1123195.367199,365789.000000,500231.193537
16384,289660.527321,102766.000000,76735.695540
32768,1937491.270065,260588.000000,1335198.437755
65536,1890556.752517,190469.000000,968434.338735
