frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,381597.018303,266340.000000,699.879275
4,111420.120050,42588.000000,389.450895
8,356043.065279,111633.000000,1111.302839
16,592604.985546,246212.000000,3744.276966
32,202172.712266,65530.000000,1491.155927
64,311151.011403,201890.000000,408.651441
128,312555.793746,97625.000000,7205.917152
256,70273.897430,32151.000000,1603.163747
512,686227.940504,284198.000000,40483.622960
1024,266593.302986,92875.000000,29730.379900
2048,296485.968501,127047.000000,26043.858681
4096,142112.495721,80625.000000,92713.211680
8192,548792.364049,197173.000000,245875.516756
16384,564372.473919,138973.000000,418113.261692
32768,862185.487424,150260.000000,714670.364615
65536,243480.961993,145594.000000,22114.138916
