frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,72464.965197,18898.000000,453.632009
4,616033.227713,242958.000000,5630.947789
8,367480.407031,197496.000000,843.142930
16,573736.036430,176092.000000,14488.790840
32,361822.175321,115600.000000,4799.352456
64,965718.065940,259758.000000,19545.946715
128,794538.928608,240413.000000,17788.527764
256,817592.010668,210590.000000,30123.850783
512,892886.415222,263341.000000,42146.040289
1024,470442.295173,158324.000000,76758.100517
2048,807145.160264,225710.000000,25301.879634
4096,451215.635191,56268.000000,53284.493382
8192,762263.443596,183529.000000,455647.251699
16384,840351.573314,290855.000000,560760.424896
32768,1532450.992606,156964.000000,1112911.603065
65536,4515784.303657,234171.000000,2231367.739316
