frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,172022.090058,81548.000000,35.114100
4,479004.215742,218628.000000,110.000000
8,808011.596696,280713.000000,3040.443060
16,292562.183828,79321.000000,2514.683280
32,324104.826871,160043.000000,10145.644238
64,373778.829744,243204.000000,743.879695
128,426485.800743,149393.000000,18570.769236
256,760029.834684,287665.000000,29176.446751
512,387649.876214,140972.000000,3431.643192
1024,650901.440117,176530.000000,9455.315542
2048,1117133.207381,172864.000000,356544.079080
4096,326034.292890,54640.000000,99467.827653
8192,1156662.294809,196480.000000,626151.837692
16384,909446.247864,206940.000000,680492.514896
32768,1427277.566263,147988.000000,438592.291418
65536,2750538.128581,171571.000000,1063944.483849
