frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,214989.380728,184576.000000,36.932371
4,138606.002099,98122.000000,112.995575
8,57337.766638,26725.000000,79.265377
16,271240.486390,202848.000000,406.044333
32,87941.687401,46685.000000,150.089973
64,199354.338636,137127.000000,1708.040398
128,211475.468050,105790.000000,1455.997253
256,102895.903140,65833.000000,1954.440841
512,170212.931518,139264.000000,3809.078366
1024,189948.392744,126878.000000,25741.191950
2048,374856.728938,291199.000000,24355.350193
4096,246231.524135,173255.000000,92322.494263
8192,388346.836436,321012.000000,89058.432981
16384,330164.539875,183299.000000,72288.646958
32768,447687.024603,199098.000000,201290.673788
65536,761185.235212,239411.000000,401877.822884
