frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,373348.604374,325738.000000,85.094066
4,187764.138653,112555.000000,30.298515
8,261455.092806,246634.000000,45.475268
16,299640.737122,198511.000000,63.898357
32,189970.734709,102703.000000,275.327078
64,316109.621715,171311.000000,634.003155
128,125254.890000,111131.000000,2284.302738
256,321459.683452,290829.000000,43228.109512
512,94097.649057,61507.000000,33722.034770
1024,196949.568918,171795.000000,2652.914624
2048,151984.358771,79895.000000,9548.402222
4096,188390.506709,137780.000000,144290.205458
8192,867735.216095,283340.000000,497679.435917
16384,535426.690437,245307.000000,338437.781176
32768,933969.916585,144245.000000,845574.120652
65536,2333743.624544,215037.000000,2230744.234734
