frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,408259.526412,324178.000000,53.244718
4,176144.902430,147559.000000,36.262929
8,244097.974439,158356.000000,112.004464
16,209016.993776,148401.000000,110.611934
32,144703.690264,97188.000000,368.380238
64,270940.087126,246883.000000,280.649247
128,211799.234102,124465.000000,2388.137559
256,244523.331621,215183.000000,901.899107
512,144622.339208,86306.000000,2123.250103
1024,259691.396203,140730.000000,37523.200650
2048,307850.506223,237285.000000,5387.277513
4096,125242.262096,60299.000000,84770.649508
8192,627839.312251,334136.000000,194815.154731
16384,271926.706789,80598.000000,173850.686510
32768,536692.898366,144238.000000,72987.545575
65536,474045.483255,247019.000000,471122.688902
