frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,103930.312951,71462.000000,30.083218
4,131071.993885,87517.000000,60.448325
8,279532.167734,220850.000000,19.131126
16,170342.685261,115496.000000,103.788246
32,75545.656050,41096.000000,639.271460
64,99414.649242,55684.000000,1995.177686
128,468100.956352,264563.000000,1122.306999
256,194170.321272,132506.000000,8587.786909
512,167137.350401,113306.000000,2676.156572
1024,287741.774539,186338.000000,18030.270741
2048,360339.973339,132452.000000,6326.701431
4096,401008.520992,237629.000000,71111.391429
8192,657128.211940,243040.000000,277115.662098
16384,262025.622635,66934.000000,155760.932258
32768,869375.719170,233210.000000,661414.482547
65536,117445.852132,78800.000000,0.000000
