frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,299611.632943,232300.000000,54.451814
4,192423.056069,139203.000000,1609.977329
8,347092.339988,231601.000000,67.815927
16,136828.037580,123466.000000,1092.329621
32,142949.425854,107666.000000,291.159750
64,417926.909246,291715.000000,141.046092
128,91848.174222,47655.000000,1248.513116
256,91204.948923,62289.000000,928.904193
512,247090.973455,139148.000000,12236.234020
1024,471600.229316,186382.000000,67014.821458
2048,452037.806855,240631.000000,209764.465322
4096,132623.972335,63304.000000,47000.261712
8192,134988.858211,58583.000000,101631.214614
16384,312732.052109,135004.000000,90535.910174
32768,214488.795507,32699.000000,20588.602065
65536,434746.383553,246443.000000,155390.356589
