frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,47604.746728,43360.437579,44647.847675,47604.746728,47604.746728,37481.103386,44647.847675,12047.000000,19909.000000,19909.000000,12047.000000,12047.000000,27811.000000,19909.000000
128,412641.076185,412641.076185,412641.076185,412641.076185,412641.076185,412641.076185,412641.076185,64507.000000,64507.000000,64507.000000,64507.000000,64507.000000,64507.000000,64507.000000
16384,216090.270283,216090.270283,216090.270283,216090.270283,216090.270283,216090.270283,216090.270283,54199.000000,54199.000000,54199.000000,54199.000000,54199.000000,54199.000000,54199.000000
16,245693.443514,245693.443514,245693.443514,245693.443514,245693.443514,245693.443514,245693.443514,53665.000000,53665.000000,53665.000000,53665.000000,53665.000000,53665.000000,53665.000000
2048,157790.699539,157790.699539,157790.699539,157790.699539,157790.699539,157790.699539,157790.699539,31669.000000,31669.000000,31669.000000,31669.000000,31669.000000,31669.000000,31669.000000
256,398917.907856,398917.907856,398917.907856,398917.907856,398917.907856,398917.907856,398917.907856,74842.000000,74842.000000,74842.000000,74842.000000,74842.000000,74842.000000,74842.000000
2,228219.958089,228219.958089,228219.958089,228219.958089,228219.958089,228219.958089,228219.958089,51910.000000,51910.000000,51910.000000,51910.000000,51910.000000,51910.000000,51910.000000
32768,352716.579398,352716.579398,352716.579398,352716.579398,352716.579398,352716.579398,352716.579398,99807.000000,99807.000000,99807.000000,99807.000000,99807.000000,99807.000000,99807.000000
32,424203.667695,424203.667695,424203.667695,424203.667695,424203.667695,424203.667695,424203.667695,90171.000000,90171.000000,90171.000000,90171.000000,90171.000000,90171.000000,90171.000000
4096,152779.484467,152779.484467,152779.484467,152779.484467,152779.484467,152779.484467,152779.484467,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000
4,217346.709927,217346.709927,217346.709927,217346.709927,217346.709927,217346.709927,217346.709927,44323.000000,44323.000000,44323.000000,44323.000000,44323.000000,44323.000000,44323.000000
512,464340.025479,578832.852951,402405.443501,413923.751443,464340.025479,402405.443501,402405.443501,55381.000000,34414.000000,58713.000000,58713.000000,55381.000000,58713.000000,58713.000000
64,212488.006850,212488.006850,212488.006850,212488.006850,212488.006850,212488.006850,212488.006850,47258.000000,47258.000000,47258.000000,47258.000000,47258.000000,47258.000000,47258.000000
65536,11519.655464,11519.655464,11519.655464,11519.655464,11519.655464,11519.655464,11519.655464,7129.000000,7129.000000,7129.000000,7129.000000,7129.000000,7129.000000,7129.000000
8192,132780.681471,132780.681471,132780.681471,132780.681471,132780.681471,132780.681471,132780.681471,48457.000000,48457.000000,48457.000000,48457.000000,48457.000000,48457.000000,48457.000000
8,280759.683614,280759.683614,280759.683614,280759.683614,280759.683614,280759.683614,280759.683614,65200.000000,65200.000000,65200.000000,65200.000000,65200.000000,65200.000000,65200.000000
