frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,442422.416168,442422.416168,442422.416168,442422.416168,442422.416168,442422.416168,442422.416168,83568.000000,83568.000000,83568.000000,83568.000000,83568.000000,83568.000000,83568.000000
128,26725.363440,26725.363440,26725.363440,26725.363440,26725.363440,26725.363440,26725.363440,18320.000000,18320.000000,18320.000000,18320.000000,18320.000000,18320.000000,18320.000000
16384,47494.423273,44157.366747,47494.423273,47494.423273,47494.423273,44157.366747,44157.366747,17392.000000,25706.000000,17392.000000,17392.000000,17392.000000,25706.000000,25706.000000
16,498438.124457,498438.124457,498438.124457,498438.124457,498438.124457,498438.124457,498438.124457,271116.000000,271116.000000,271116.000000,271116.000000,271116.000000,271116.000000,271116.000000
2048,625482.209908,625482.209908,625482.209908,625482.209908,625482.209908,625482.209908,625482.209908,74385.000000,74385.000000,74385.000000,74385.000000,74385.000000,74385.000000,74385.000000
256,372176.536908,372176.536908,372176.536908,372176.536908,372176.536908,372176.536908,372176.536908,69667.000000,69667.000000,69667.000000,69667.000000,69667.000000,69667.000000,69667.000000
2,24350.108480,24350.108480,24350.108480,24350.108480,24350.108480,24350.108480,24350.108480,15493.000000,15493.000000,15493.000000,15493.000000,15493.000000,15493.000000,15493.000000
32768,18966.436355,18966.436355,18966.436355,18966.436355,18966.436355,18966.436355,18966.436355,11040.000000,11040.000000,11040.000000,11040.000000,11040.000000,11040.000000,11040.000000
32,213577.836769,213577.836769,213577.836769,213577.836769,213577.836769,213577.836769,213577.836769,42861.000000,42861.000000,42861.000000,42861.000000,42861.000000,42861.000000,42861.000000
4096,23644.938401,23644.938401,23644.938401,23644.938401,23644.938401,23644.938401,23644.938401,14161.000000,14161.000000,14161.000000,14161.000000,14161.000000,14161.000000,14161.000000
4,209943.582005,209943.582005,209943.582005,209943.582005,209943.582005,209943.582005,209943.582005,40610.000000,40610.000000,40610.000000,40610.000000,40610.000000,40610.000000,40610.000000
512,39302.525491,39302.525491,25173.910264,25173.910264,39302.525491,25173.910264,25173.910264,15093.000000,15093.000000,18699.000000,18699.000000,15093.000000,18699.000000,18699.000000
64,9283.302645,9283.302645,9283.302645,9283.302645,9283.302645,9283.302645,9283.302645,4189.000000,4189.000000,4189.000000,4189.000000,4189.000000,4189.000000,4189.000000
65536,486418.777365,486418.777365,486418.777365,486418.777365,486418.777365,486418.777365,486418.777365,86224.000000,86224.000000,86224.000000,86224.000000,86224.000000,86224.000000,86224.000000
8192,280171.703239,280171.703239,280171.703239,280171.703239,280171.703239,280171.703239,280171.703239,77021.000000,77021.000000,77021.000000,77021.000000,77021.000000,77021.000000,77021.000000
8,8354.872112,8346.315654,8515.661160,8354.872112,8354.872112,9089.824586,8346.315654,4173.000000,4173.000000,2805.000000,4173.000000,4173.000000,4184.000000,4173.000000
