frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,352449.390676,352449.390676,352449.390676,352449.390676,352449.390676,352449.390676,352449.390676,67992.000000,67992.000000,67992.000000,67992.000000,67992.000000,67992.000000,67992.000000
128,32269.925953,23009.057803,32269.925953,32269.925953,32269.925953,23009.057803,23009.057803,11494.000000,17750.000000,11494.000000,11494.000000,11494.000000,17750.000000,17750.000000
16384,815528.462692,815528.462692,815528.462692,815528.462692,815528.462692,815528.462692,815528.462692,76427.000000,76427.000000,76427.000000,76427.000000,76427.000000,76427.000000,76427.000000
16,265747.443440,265747.443440,265747.443440,265747.443440,265747.443440,265747.443440,265747.443440,55867.000000,55867.000000,55867.000000,55867.000000,55867.000000,55867.000000,55867.000000
2048,472560.867384,397751.427886,397751.427886,436191.417933,472560.867384,397751.427886,397751.427886,50849.000000,58617.000000,58617.000000,57978.000000,50849.000000,58617.000000,58617.000000
256,10460.373177,10460.373177,10460.373177,10460.373177,10460.373177,10460.373177,10460.373177,3730.000000,3730.000000,3730.000000,3730.000000,3730.000000,3730.000000,3730.000000
2,439222.074621,439222.074621,439222.074621,439222.074621,439222.074621,439222.074621,439222.074621,83634.000000,83634.000000,83634.000000,83634.000000,83634.000000,83634.000000,83634.000000
32768,314694.123050,314694.123050,314694.123050,314694.123050,314694.123050,314694.123050,314694.123050,75691.000000,75691.000000,75691.000000,75691.000000,75691.000000,75691.000000,75691.000000
32,402740.573448,402740.573448,402740.573448,402740.573448,402740.573448,402740.573448,402740.573448,70593.000000,70593.000000,70593.000000,70593.000000,70593.000000,70593.000000,70593.000000
4096,162665.186899,162665.186899,162665.186899,162665.186899,162665.186899,162665.186899,162665.186899,126690.000000,126690.000000,126690.000000,126690.000000,126690.000000,126690.000000,126690.000000
4,426749.223774,426749.223774,426749.223774,426749.223774,426749.223774,426749.223774,426749.223774,97538.000000,97538.000000,97538.000000,97538.000000,97538.000000,97538.000000,97538.000000
512,34647.591561,46221.869348,34647.591561,34647.591561,34647.591561,34647.591561,34647.591561,27359.000000,26374.000000,27359.000000,27359.000000,27359.000000,27359.000000,27359.000000
64,262141.561190,262141.561190,262141.561190,262141.561190,262141.561190,262141.561190,262141.561190,68683.000000,68683.000000,68683.000000,68683.000000,68683.000000,68683.000000,68683.000000
65536,272650.625778,272650.625778,272650.625778,272650.625778,272650.625778,272650.625778,272650.625778,69601.000000,69601.000000,69601.000000,69601.000000,69601.000000,69601.000000,69601.000000
8192,507294.212522,507294.212522,418334.802510,418334.802510,507294.212522,418334.802510,418334.802510,28391.000000,28391.000000,52076.000000,52076.000000,28391.000000,52076.000000,52076.000000
8,23762.350136,23762.350136,23762.350136,23762.350136,23762.350136,23762.350136,23762.350136,20449.000000,20449.000000,20449.000000,20449.000000,20449.000000,20449.000000,20449.000000
