frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,299607.242950,299607.242950,299607.242950,299607.242950,299607.242950,299607.242950,299607.242950,60002.000000,60002.000000,60002.000000,60002.000000,60002.000000,60002.000000,60002.000000
128,53731.911310,36316.699905,53731.911310,53731.911310,53731.911310,36316.699905,36316.699905,19210.000000,27141.000000,19210.000000,19210.000000,19210.000000,27141.000000,27141.000000
16384,172703.212943,172703.212943,172703.212943,172703.212943,172703.212943,172703.212943,172703.212943,39905.000000,39905.000000,39905.000000,39905.000000,39905.000000,39905.000000,39905.000000
16,320245.507731,320245.507731,320245.507731,320245.507731,320245.507731,320245.507731,320245.507731,70858.000000,70858.000000,70858.000000,70858.000000,70858.000000,70858.000000,70858.000000
2048,277111.118077,277111.118077,277111.118077,277111.118077,277111.118077,277111.118077,277111.118077,59533.000000,59533.000000,59533.000000,59533.000000,59533.000000,59533.000000,59533.000000
256,274483.180612,274483.180612,274483.180612,274483.180612,274483.180612,274483.180612,274483.180612,51076.000000,51076.000000,51076.000000,51076.000000,51076.000000,51076.000000,51076.000000
2,207939.909505,207939.909505,207939.909505,207939.909505,207939.909505,207939.909505,207939.909505,41637.000000,41637.000000,41637.000000,41637.000000,41637.000000,41637.000000,41637.000000
32768,3769.282425,3769.282425,3769.282425,3769.282425,3769.282425,3769.282425,3769.282425,346.000000,346.000000,346.000000,346.000000,346.000000,346.000000,346.000000
32,488799.769428,488799.769428,488799.769428,488799.769428,488799.769428,488799.769428,488799.769428,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000
4096,428358.543030,421185.488796,361242.944921,428358.543030,428358.543030,361012.223293,361242.944921,28769.000000,28769.000000,49247.000000,28769.000000,28769.000000,49247.000000,49247.000000
4,202103.743476,202103.743476,202103.743476,202103.743476,202103.743476,202103.743476,202103.743476,51633.000000,51633.000000,51633.000000,51633.000000,51633.000000,51633.000000,51633.000000
512,413622.832114,413622.832114,413622.832114,413622.832114,413622.832114,413622.832114,413622.832114,82209.000000,82209.000000,82209.000000,82209.000000,82209.000000,82209.000000,82209.000000
64,30772.791440,30772.791440,30772.791440,30772.791440,30772.791440,30772.791440,30772.791440,15466.000000,15466.000000,15466.000000,15466.000000,15466.000000,15466.000000,15466.000000
65536,15736.126620,15736.126620,15736.126620,15736.126620,15736.126620,15736.126620,15736.126620,11090.000000,11090.000000,11090.000000,11090.000000,11090.000000,11090.000000,11090.000000
8192,349619.367719,349619.367719,349619.367719,349619.367719,349619.367719,349619.367719,349619.367719,70642.000000,70642.000000,70642.000000,70642.000000,70642.000000,70642.000000,70642.000000
8,432632.275964,432632.275964,432632.275964,432632.275964,432632.275964,432632.275964,432632.275964,89522.000000,89522.000000,89522.000000,89522.000000,89522.000000,89522.000000,89522.000000
