frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,383921.891125,236379.852174,236379.852174,383921.891125,383921.891125,236379.852174,236379.852174,46482.000000,54633.000000,54633.000000,46482.000000,46482.000000,54633.000000,54633.000000
128,233243.280107,233243.280107,233243.280107,233243.280107,233243.280107,233243.280107,233243.280107,55175.000000,55175.000000,55175.000000,55175.000000,55175.000000,55175.000000,55175.000000
16384,155711.027162,155711.027162,155711.027162,155711.027162,155711.027162,155711.027162,155711.027162,43138.000000,43138.000000,43138.000000,43138.000000,43138.000000,43138.000000,43138.000000
16,17237.149097,17237.149097,17237.149097,17237.149097,17237.149097,17237.149097,17237.149097,16020.000000,16020.000000,16020.000000,16020.000000,16020.000000,16020.000000,16020.000000
2048,32210.253430,33379.152730,33308.993846,32210.253430,32210.253430,41538.908195,33789.599864,7419.000000,8875.000000,7419.000000,7419.000000,7419.000000,4432.000000,7419.000000
256,22573.417132,22573.417132,22364.939101,22573.417132,22573.417132,22364.939101,22364.939101,14423.000000,14423.000000,14423.000000,14423.000000,14423.000000,14423.000000,14423.000000
2,222061.223560,222061.223560,222061.223560,222061.223560,222061.223560,222061.223560,222061.223560,45330.000000,45330.000000,45330.000000,45330.000000,45330.000000,45330.000000,45330.000000
32768,269006.314528,269006.314528,269006.314528,269006.314528,269006.314528,269006.314528,269006.314528,50510.000000,50510.000000,50510.000000,50510.000000,50510.000000,50510.000000,50510.000000
32,29307.864184,29307.864184,29307.864184,29307.864184,29307.864184,29307.864184,29307.864184,27652.000000,27652.000000,27652.000000,27652.000000,27652.000000,27652.000000,27652.000000
4096,669579.143396,669579.143396,669579.143396,669579.143396,669579.143396,669579.143396,669579.143396,72510.000000,72510.000000,72510.000000,72510.000000,72510.000000,72510.000000,72510.000000
4,39730.990675,39730.990675,39730.990675,39730.990675,39730.990675,39730.990675,39730.990675,26465.000000,26465.000000,26465.000000,26465.000000,26465.000000,26465.000000,26465.000000
512,223728.624691,171495.971985,171495.971985,223728.624691,223728.624691,171495.971985,171495.971985,38456.000000,42300.000000,42300.000000,38456.000000,38456.000000,42300.000000,42300.000000
64,450470.868550,450470.868550,450470.868550,450470.868550,450470.868550,450470.868550,450470.868550,71514.000000,71514.000000,71514.000000,71514.000000,71514.000000,71514.000000,71514.000000
65536,17463.031037,17463.031037,17463.031037,17463.031037,17463.031037,17463.031037,17463.031037,12766.000000,12766.000000,12766.000000,12766.000000,12766.000000,12766.000000,12766.000000
8192,419703.917522,419703.917522,419703.917522,419703.917522,419703.917522,419703.917522,419703.917522,40473.000000,40473.000000,40473.000000,40473.000000,40473.000000,40473.000000,40473.000000
8,230191.887944,230191.887944,230191.887944,230191.887944,230191.887944,230191.887944,230191.887944,47697.000000,47697.000000,47697.000000,47697.000000,47697.000000,47697.000000,47697.000000
